drug1,drug2,3pathssGSEA_sim,SMILES_sim,PPI_sim
Bosutinib,TL-2-105,0.970769294,NA,NA
KIN001-260,PIK-93,0.970729061,0.118811881,NA
BAY 61-3606,GSK2126458,0.970708658,0.282142857,6.45759E-66
A-770041,Salubrinal,0.970473549,0.210031348,1.7045E-131
BX-795,PFI-1,0.970436255,0.269387755,1.18275E-67
BMS-708163,SL 0101-1,0.97042514,0.142857143,4.6334E-131
Cytarabine,EX-527,0.970392889,0.146017699,2.81526E-93
CCT018159,VNLG/124,0.97038894,0.330097087,NA
Parthenolide,Vinblastine,0.970370256,0.218241042,7.65266E-93
Crizotinib,QL-XII-61,0.97030655,NA,8.73939E-67
CUDC-101,WZ-1-84,0.970277974,0.343612335,4.6334E-131
BAY 61-3606,KIN001-260,0.970188279,0.149006623,NA
JQ12,NSC-87877,0.970172927,NA,3.9098E-104
Bexarotene,TW 37,0.970150458,0.270440252,1.1655E-100
AC220,Cetuximab,0.97008719,0.194945848,7.1611E-106
681640,PFI-1,0.970047438,0.253588517,7.96929E-70
MPS-1-IN-1,UNC0638,0.970018718,0.427927928,NA
AV-951,Bleomycin,0.969939222,0.180995475,1.60068E-68
Gemcitabine,TL-1-85,0.969939008,NA,NA
681640,AT-7519,0.9699114,0.301507538,0.9
ATRA,Cisplatin,0.969873137,0,0.9
HG-5-113-01,SB-505124,0.969870197,NA,7.26706E-73
EX-527,PHA-793887,0.969811011,0.2,7.26706E-73
AKT inhibitor VIII,QL-VIII-58,0.969789342,NA,3.96768E-71
THZ-2-102-1,VNLG/124,0.969671005,NA,NA
CX-5461,XMD11-85h,0.969592262,NA,4.6334E-131
FR-180204,NVP-BEZ235,0.969532801,0.341836735,2.81526E-93
BX-795,CX-5461,0.969518259,0.269541779,3.81003E-94
CGP-082996,ZG-10,0.969467613,0.388625592,NA
5-Fluorouracil,CP466722,0.969461645,0.051383399,0.9
Docetaxel,Masitinib,0.969455296,0.184563758,7.96929E-70
IOX2,Z-LLNle-CHO,0.969405951,0.232804233,1.4174E-137
PF-4708671,Z-LLNle-CHO,0.969378522,0.166666667,1.595E-144
A-443654,Sorafenib,0.969306226,0.237668161,0.9
Bleomycin,XMD11-85h,0.969299251,NA,1.07853E-70
CCT018159,QL-XI-92,0.969239219,NA,2.6734E-73
TAK-715,ZM-447439,0.969110375,0.299242424,0.9
JQ12,Phenformin,0.969018974,NA,5.9546E-112
Methotrexate,QL-XI-92,0.968980445,NA,1.97539E-72
AC220,OSI-027,0.968943626,0.210784314,1.45963E-71
IOX2,PD-0332991,0.968937009,0.323076923,8.73939E-67
Parthenolide,VNLG/124,0.968833595,0.320895522,NA
Erlotinib,QL-XII-47,0.968833339,0.252066116,2.37561E-66
GW-2580,IOX2,0.968830011,0.172897196,6.2706E-132
Lapatinib,piperlongumine,0.968698783,0.163346614,6.45759E-66
NVP-BEZ235,Tipifarnib,0.968677151,0.233766234,4.07158E-81
AV-951,KIN001-260,0.968626644,0.138181818,NA
A-770041,NU-7441,0.968580198,0.233618234,1.13576E-90
IOX2,JQ12,0.968573335,NA,2.1347E-102
AS605240,Imatinib,0.96849498,0.227272727,6.45759E-66
LAQ824,STF-62247,0.96849463,0.188481675,2.1036E-135
BX-912,XMD13-2,0.968443322,NA,NA
BMS-345541,XMD11-85h,0.96842095,NA,6.45759E-66
KIN001-260,Parthenolide,0.96838777,0.226130653,NA
(5Z)-7-Oxozeaenol,KIN001-260,0.968254548,0.215189873,NA
Bryostatin 1,Masitinib,0.968153091,0.096296296,1.8485E-85
CCT018159,JQ12,0.968096187,NA,8.17799E-80
PFI-1,UNC0638,0.968087926,0.213675214,4.6334E-131
NG-25,Temozolomide,0.968077823,0.171102662,1.18275E-67
CGP-082996,Olaparib,0.968067146,0.200854701,1.18275E-67
AV-951,JQ12,0.968050175,NA,3.29924E-77
CX-5461,THZ-2-102-1,0.968046811,NA,2.1036E-135
ABT-263,ZG-10,0.968040922,0.264705882,NA
681640,ZSTK474,0.968039957,0.166666667,0.9
KU-55933,NSC-207895,0.968000006,0.125984252,8.39216E-90
Lenalidomide,UNC0638,0.967983268,0.196172249,8.73939E-67
Masitinib,TAK-715,0.967959115,0.448818898,2.37561E-66
Docetaxel,GSK2126458,0.9679499,0.141025641,0.9
NSC-87877,VX-11e,0.967846567,0.250746269,1.03567E-93
NVP-TAE684,QL-X-138,0.967833998,0.243137255,1.40163E-94
CCT018159,PHA-793887,0.967783019,0.140893471,0.9
JNJ-26854165,XMD14-99,0.967777246,NA,1.7045E-131
CX-5461,Cytarabine,0.967682703,0.154255319,1.21372E-77
Imatinib,Tamoxifen,0.967674882,0.150753769,0.9
RDEA119,TW 37,0.967626622,0.188841202,0.9
Bleomycin,PD-0332991,0.967621008,0.283813747,2.37561E-66
Roscovitine,Zibotentan; ZD4054,0.967546312,0.183673469,2.08021E-92
MK-2206,TW 37,0.967500269,0.196721311,0.9
CCT018159,Temozolomide,0.967490097,0.127946128,1.97539E-72
AV-951,Vinblastine,0.967340719,0.244382022,5.51029E-82
AMG-706,rTRAIL,0.967230103,NA,NA
SB 216763,SGC0946,0.967217033,0.229508197,4.07158E-81
AS605240,MP470,0.967170618,0.18699187,4.70196E-98
Cytarabine,PHA-793887,0.967091781,0.178571429,8.73939E-67
GSK2126458,Temsirolimus,0.967087583,0.115254237,0.9
MPS-1-IN-1,QL-XI-92,0.96706503,NA,NA
XMD15-27,YK 4-279,0.967052619,NA,NA
FTI-277,NG-25,0.967014083,0.308411215,4.1173E-124
CX-5461,Phenformin,0.96700248,0.089456869,1.7045E-131
BX-795,Temozolomide,0.966998051,0.174216028,2.37561E-66
Bexarotene,SB-715992,0.966995431,0.170103093,1.00924E-83
AZD-0530,CP466722,0.966935877,0.265100671,4.35109E-68
MS-275,NSC-87877,0.966933365,0.209386282,2.3068E-132
CCT007093,MPS-1-IN-1,0.966908923,0.130841121,NA
KIN001-266,PD-173074,0.966905748,0.229166667,8.4863E-133
KIN001-260,PD-0332991,0.966897947,0.197411003,NA
ABT-869,OSI-027,0.966860557,0.121875,1.45963E-71
Afatinib,AG-014699,0.966776426,0.199261993,6.45759E-66
(5Z)-7-Oxozeaenol,681640,0.966731302,0.17370892,6.45759E-66
Afatinib,Genentech Cpd 10,0.966697028,NA,3.21504E-67
IOX2,VNLG/124,0.966682937,0.183168317,NA
Olaparib,XL-880,0.966621347,0.228448276,6.45759E-66
HG-6-64-1,S-Trityl-L-cysteine,0.966592965,0.156097561,8.4863E-133
BAY 61-3606,CX-5461,0.966558996,0.294277929,5.2914E-105
rTRAIL,Salubrinal,0.966473481,NA,NA
AV-951,OSI-930,0.966379979,0.286343612,0.9
Bexarotene,QL-XII-61,0.966358445,NA,1.7045E-131
BMS-754807,Rapamycin,0.96627385,0.083333333,0.9
A-443654,RDEA119,0.966260428,0.179591837,2.37561E-66
QL-XII-47,SB52334,0.966257816,0.239043825,NA
KIN001-244,QL-X-138,0.966246817,0.223484848,2.4652E-119
AV-951,NSC-87877,0.966235743,0.148264984,8.73939E-67
Methotrexate,PFI-1,0.966221749,0.20703125,3.21504E-67
HG-5-88-01,IPA-3,0.966217253,NA,1.7045E-131
AT-7519,Lenalidomide,0.966216713,0.335260116,6.45759E-66
Bleomycin,PF-4708671,0.96621111,0.241293532,2.37561E-66
BX-795,Tamoxifen,0.966199842,0.150684932,6.45759E-66
CX-5461,Vinblastine,0.966199835,0.331828442,1.97539E-72
Cetuximab,PHA-665752,0.966182424,0.267924528,1.10677E-80
AS605240,PFI-1,0.96617165,0.179245283,7.1611E-106
Cetuximab,OSI-027,0.966140714,0.192567568,0.9
NG-25,QL-XI-92,0.966079363,NA,1.6186E-111
Embelin,NSC-207895,0.966049872,0.054878049,0.9
AZD7762,Pazopanib,0.966043808,0.123239437,2.37561E-66
BX-912,XL-184,0.965974814,0.253588517,0.9
(5Z)-7-Oxozeaenol,TAK-715,0.965954358,0.158088235,5.88856E-69
GSK2126458,NVP-BHG712,0.965912743,0.233766234,1.10677E-80
Pazopanib,TPCA-1,0.965883545,0.157258065,8.73939E-67
Elesclomol,SNX-2112,0.96585118,0.13618677,0.9
BAY 61-3606,TPCA-1,0.965842027,0.209125475,8.6119E-100
OSI-930,PIK-93,0.965816593,0.182156134,1.3116E-107
KU-55933,Salubrinal,0.965683031,0.230125523,4.9514E-118
QL-XII-47,THZ-2-49,0.965673383,NA,1.7045E-131
BMS-754807,CHIR-99021,0.965568173,0.279503106,6.45759E-66
BX-795,SB590885,0.965567575,0.190163934,5.88856E-69
Cytarabine,Vinblastine,0.965543923,0.224719101,2.22301E-79
CH5424802,Phenformin,0.96547033,0.144385027,6.2706E-132
MLN4924,WH-4-023,0.965451004,0.285714286,1.03567E-93
Cytarabine,PAC-1,0.965449509,0.152466368,1.03567E-93
BX-795,UNC0638,0.96544306,0.340163934,1.45963E-71
Afatinib,Gemcitabine,0.965442367,0.221374046,0.9
Crizotinib,YM201636,0.965441839,0.239520958,2.22301E-79
CCT018159,Shikonin,0.965434098,0.302752294,0.9
JQ12,Parthenolide,0.965346425,NA,0.9
KIN001-055,Methotrexate,0.965345053,0.24,1.18275E-67
Phenformin,XMD11-85h,0.965313036,NA,1.07853E-70
MLN4924,UNC0638,0.965244145,0.345381526,2.3068E-132
IPA-3,SB-505124,0.965211551,0.130952381,2.37561E-66
Cisplatin,XMD13-2,0.965145741,NA,NA
NVP-BHG712,SNX-2112,0.965115562,0.268882175,3.9098E-104
BAY 61-3606,NG-25,0.965087322,0.359504132,0.9
PD-0332991,XMD11-85h,0.965081244,NA,4.8965E-75
AV-951,PIK-93,0.965080564,0.189591078,8.73939E-67
KIN001-055,Temozolomide,0.964999683,0.157894737,3.21504E-67
Bryostatin 1,NG-25,0.964977154,0.106995885,1.10677E-80
NSC-87877,VNLG/124,0.964939386,0.120567376,NA
Bryostatin 1,CCT018159,0.964920425,0.223140496,1.13576E-90
AV-951,IOX2,0.964854706,0.176229508,8.73939E-67
BX-912,GSK-1904529A,0.964811508,0.277286136,3.61805E-74
GW-2580,PF-4708671,0.964731266,0.320224719,1.97539E-72
QL-XI-92,Tubastatin A,0.964725069,NA,2.3068E-132
Bleomycin,IOX2,0.964683769,0.206088993,2.93174E-70
BMS-509744,JQ1,0.964681786,0.194070081,1.18275E-67
BMS-345541,PF-4708671,0.96465461,0.447204969,7.26706E-73
VX-680,ZSTK474,0.964577888,0.233050847,1.07853E-70
MP470,Temozolomide,0.964544839,0.162629758,2.43783E-76
Bryostatin 1,QL-XI-92,0.96453469,NA,5.2142E-138
Imatinib,KIN001-266,0.964411712,0.252747253,1.45963E-71
NG-25,SB590885,0.964403167,0.201438849,4.58196E-88
PD-0332991,PIK-93,0.964400513,0.196825397,4.2876E-101
AV-951,XMD11-85h,0.964312815,NA,0.9
CCT018159,KIN001-260,0.96428502,0.281954887,NA
BAY 61-3606,Pazopanib,0.964239699,0.298039216,6.45759E-66
Pazopanib,Shikonin,0.964180687,0.111587983,6.45759E-66
CCT007093,SB590885,0.96417886,0.197247706,3.7128E-84
681640,CCT018159,0.964100174,0.178988327,0.9
BX-795,KIN001-055,0.96409692,0.265765766,8.17799E-80
BMS-345541,VNLG/124,0.963992233,0.130434783,NA
MK-2206,XL-880,0.963988706,0.188087774,0.9
(5Z)-7-Oxozeaenol,CCT018159,0.963951213,0.314159292,0.9
GW843682X,NVP-BEZ235,0.963935352,0.199288256,5.36967E-72
Elesclomol,TAK-715,0.963894543,0.160869565,4.70196E-98
Obatoclax Mesylate,ZM-447439,0.963876487,0.19269103,4.35109E-68
(5Z)-7-Oxozeaenol,Docetaxel,0.963681477,0.34529148,4.8965E-75
AKT inhibitor VIII,ZG-10,0.963660417,0.411504425,NA
GSK-650394,Vinorelbine,0.96362635,0.214285714,5.88856E-69
Lenalidomide,Tamoxifen,0.963578853,0.182432432,6.45759E-66
IOX2,PAC-1,0.96356813,0.241545894,2.16628E-69
HG-6-64-1,YK 4-279,0.963510207,0.262548263,NA
A-443654,GW843682X,0.963486834,0.210884354,6.45759E-66
AKT inhibitor VIII,GSK1070916,0.963477357,0.4625,8.73939E-67
AG-014699,BX-795,0.96346762,0.225092251,3.21504E-67
Cytarabine,Tubastatin A,0.963446136,0.124528302,5.88856E-69
KIN001-135,PI-103,0.963401782,0.240625,NA
Cetuximab,Salubrinal,0.963380603,0.25,6.04277E-79
ABT-263,BMS-708163,0.963235717,0.320634921,2.16628E-69
BAY 61-3606,VNLG/124,0.963205861,0.161825726,NA
Temozolomide,ZSTK474,0.963184084,0.188841202,4.35109E-68
AV-951,SNX-2112,0.963150088,0.177419355,3.6587E-117
T0901317,ZSTK474,0.96312534,0.15625,1.33101E-74
MS-275,Z-LLNle-CHO,0.963104799,0.335443038,1.1485E-133
CI-1040,Dabrafenib,0.963046724,0.164037855,0.9
GSK2126458,KIN001-260,0.963002868,0.124183007,NA
AG-014699,EX-527,0.962984109,0.356435644,6.6267E-76
Masitinib,TPCA-1,0.962913843,0.283950617,2.22301E-79
Bexarotene,XMD14-99,0.962913511,NA,6.2706E-132
Tamoxifen,TPCA-1,0.962891254,0.158469945,8.73939E-67
OSI-930,Z-LLNle-CHO,0.962882178,0.166666667,2.1036E-135
Bleomycin,Cytarabine,0.962848063,0.203271028,7.96929E-70
CCT018159,TPCA-1,0.962839849,0.122302158,2.43783E-76
PAC-1,XMD11-85h,0.962792783,NA,1.3116E-107
681640,T0901317,0.962780852,0.165,7.96929E-70
PIK-93,Vinblastine,0.962749791,0.160891089,2.3068E-132
NG-25,THZ-2-102-1,0.962722559,NA,2.02712E-82
CGP-082996,Lapatinib,0.962714485,0.321705426,8.73939E-67
BMS-754807,CMK,0.962649089,0.245014245,NA
681640,Tamoxifen,0.962627528,0.180232558,6.45759E-66
Olaparib,Tipifarnib,0.96259529,0.22983871,4.07158E-81
I-BET,PD-173074,0.962586527,0.244147157,1.18275E-67
Obatoclax Mesylate,XMD11-85h,0.962585417,NA,2.16628E-69
CX-5461,JQ12,0.962584637,NA,3.1219E-133
TPCA-1,VX-680,0.962547479,0.156133829,4.6334E-131
BAY 61-3606,JQ12,0.962541254,NA,2.4652E-119
EX-527,SB-505124,0.962457059,0.247663551,3.38564E-87
NSC-87877,PD-0332991,0.96230947,0.238235294,6.20101E-89
BMS-345541,VX-11e,0.962291198,0.259109312,1.60068E-68
CMK,PXD101; Belinostat,0.96228679,0.145669291,NA
FTI-277,THZ-2-102-1,0.962283817,NA,8.4863E-133
AT-7519,ZSTK474,0.962251801,0.148148148,2.16628E-69
NVP-BEZ235,Sorafenib,0.962242512,0.304568528,0.9
CX-5461,NG-25,0.962238246,0.227777778,6.2706E-132
AG-014699,NG-25,0.962234365,0.289361702,7.96929E-70
CAY10603,TAK-715,0.962176494,0.258064516,6.45759E-66
GSK1070916,Vinorelbine,0.962170036,0.264631043,8.73939E-67
Lenalidomide,TPCA-1,0.962072035,0.179104478,4.2251E-134
FR-180204,Tipifarnib,0.96206195,0.1875,4.6334E-131
Masitinib,UNC0638,0.962057991,0.217228464,1.7045E-131
CCT018159,Pazopanib,0.962031999,0.132404181,0.9
AT-7519,UNC0638,0.961966017,0.190677966,4.35109E-68
SNX-2112,ZM-447439,0.961923588,0.243243243,1.476E-114
CX-5461,Pazopanib,0.961844645,0.223140496,4.1173E-124
MS-275,PF-4708671,0.961811504,0.234693878,2.1906E-112
AS605240,AT-7519,0.9617947,0.193236715,4.8965E-75
BAY 61-3606,Vinblastine,0.961772371,0.248691099,8.39216E-90
JQ1,XMD8-85,0.961768757,0.233802817,1.24551E-87
Epothilone B,ZG-10,0.961766403,0.155737705,NA
Epothilone B,STF-62247,0.96167814,0.205882353,NA
IPA-3,Pazopanib,0.961529384,0.156626506,3.21504E-67
KIN001-260,Masitinib,0.961472811,0.129139073,NA
NG-25,UNC0638,0.961454753,0.342342342,1.7045E-131
GSK-650394,piperlongumine,0.961374965,0.146067416,1.07853E-70
Temozolomide,Tubastatin A,0.961341225,0.204545455,5.88856E-69
Afatinib,Temozolomide,0.961330016,0.182795699,6.45759E-66
EX-527,Tubastatin A,0.961315604,0.391959799,3.7545E-127
ABT-888,Pyrimethamine,0.961310012,0.271084337,7.8531E-103
Docetaxel,UNC0638,0.961305765,0.188405797,3.29924E-77
Obatoclax Mesylate,THZ-2-102-1,0.961299212,NA,2.93174E-70
Crizotinib,QL-XII-47,0.961260731,0.37037037,8.73939E-67
Cetuximab,JNK Inhibitor VIII,0.961245524,0.275862069,2.43783E-76
Shikonin,VNLG/124,0.961244604,0.333333333,NA
CAY10603,Masitinib,0.96123098,0.261363636,4.35109E-68
CHIR-99021,PXD101; Belinostat,0.961204471,0.141630901,2.37561E-66
Vinblastine,Z-LLNle-CHO,0.96116524,0.178787879,3.1219E-133
FTI-277,Masitinib,0.961151563,0.258196721,6.6267E-76
Masitinib,XMD11-85h,0.961150052,NA,6.45759E-66
KIN001-055,ZSTK474,0.961143154,0.255681818,3.4236E-130
MP470,SGC0946,0.961126615,0.279365079,3.0873E-90
CCT018159,ZSTK474,0.961108736,0.127413127,9.83489E-74
Shikonin,XMD11-85h,0.960991785,NA,1.60068E-68
CCT018159,Vinblastine,0.960983653,0.256,6.45759E-66
GSK1070916,ZG-10,0.960959422,0.422594142,NA
KIN001-260,Shikonin,0.960939334,0.19047619,NA
AZD-0530,KIN001-244,0.960929346,0.276363636,1.13576E-90
AZD7762,Cytarabine,0.960923162,0.183908046,8.96826E-77
UNC0638,ZSTK474,0.960878885,0.335,1.45963E-71
NVP-TAE684,Salubrinal,0.960803095,0.183266932,8.4863E-133
GSK2126458,TAK-715,0.960758168,0.257627119,6.45759E-66
Crizotinib,RDEA119,0.960746508,0.220216606,0.9
CX-5461,MS-275,0.96074102,0.204678363,7.7385E-136
CCT018159,GSK2126458,0.960736956,0.196610169,1.07853E-70
Gemcitabine,Tubastatin A,0.960596211,0.149253731,0.9
JQ1,MLN4924,0.960580261,0.190981432,1.07853E-70
UNC0638,WH-4-023,0.960547967,0.327731092,1.7045E-131
Bryostatin 1,WH-4-023,0.960478918,0.108108108,2.1036E-135
GSK2126458,WH-4-023,0.960443352,0.219858156,5.36967E-72
JNK Inhibitor VIII,NU-7441,0.960401908,0.204301075,1.7045E-131
MS-275,PIK-93,0.960381519,0.182926829,5.02473E-85
KU-55933,YK 4-279,0.960380266,0.204460967,NA
BAY 61-3606,BX-795,0.960366805,0.269503546,7.26706E-73
Lenalidomide,XMD8-85,0.960326123,0.274418605,3.1219E-133
FR-180204,TW 37,0.960284568,0.153846154,3.1219E-133
Cytarabine,THZ-2-102-1,0.960251805,NA,2.1347E-102
Bexarotene,XMD8-92,0.960247912,0.151785714,1.7045E-131
AS605240,ZSTK474,0.960210893,0.18877551,0.9
JNK Inhibitor VIII,SB-715992,0.960189007,0.195488722,5.88856E-69
BMS-345541,TG101348,0.960177303,0.208144796,2.37561E-66
PHA-793887,TL-1-85,0.96016052,NA,NA
PAC-1,Z-LLNle-CHO,0.960140826,0.272727273,1.4383E-104
CEP-701,MK-2206,0.960056397,0.237804878,0.9
Obatoclax Mesylate,TAK-715,0.960045158,0.182352941,4.35109E-68
CH5424802,MS-275,0.95994573,0.28959276,1.68561E-88
Olaparib,PXD101; Belinostat,0.959907562,0.138095238,0.9
GW843682X,THZ-2-49,0.959897183,NA,8.73939E-67
OSI-930,PF-4708671,0.959881284,0.239631336,2.74341E-83
GW-2580,NSC-87877,0.959861288,0.167259786,6.04277E-79
EX-527,HG-5-113-01,0.95984236,NA,5.718E-135
OSI-930,THZ-2-102-1,0.959825869,NA,1.1485E-133
QL-XI-92,T0901317,0.959761658,NA,4.58196E-88
CX-5461,KIN001-260,0.959686972,0.179487179,NA
CCT007093,Tamoxifen,0.959682423,0.282051282,1.07853E-70
GW843682X,Tipifarnib,0.959681815,0.227272727,4.8965E-75
CUDC-101,T0901317,0.959660505,0.192488263,1.21372E-77
Lenalidomide,MPS-1-IN-1,0.959647853,0.197309417,NA
FH535,STF-62247,0.959619387,0.183783784,6.3634E-99
FTI-277,NVP-BHG712,0.959610513,0.227941176,4.6334E-131
Temozolomide,TL-1-85,0.959608411,NA,NA
(5Z)-7-Oxozeaenol,WH-4-023,0.959501165,0.2,4.6334E-131
A-770041,NSC-207895,0.959456005,0.2,4.8965E-75
Axitinib,Bortezomib,0.959372865,0.212389381,1.60068E-68
Gemcitabine,Temozolomide,0.959372068,0.127272727,0.9
BAY 61-3606,NSC-87877,0.959353411,0.202416918,1.45963E-71
Lenalidomide,MLN4924,0.959340791,0.244541485,9.44413E-97
Masitinib,Methotrexate,0.959329802,0.286764706,8.73939E-67
Methotrexate,XMD11-85h,0.959262658,NA,1.18275E-67
BAY 61-3606,NVP-BHG712,0.959240848,0.397810219,6.2706E-132
Crizotinib,GW843682X,0.959233004,0.246153846,0.9
BX-795,Pazopanib,0.959216181,0.32388664,0.9
BX-795,PHA-793887,0.959175138,0.246268657,0.9
Cytarabine,KIN001-260,0.959144236,0.224,NA
KIN001-055,UNC0638,0.958963814,0.485380117,2.3068E-132
SB590885,XMD8-85,0.958960028,0.228668942,3.6587E-117
BAY 61-3606,OSI-930,0.958937272,0.309236948,1.18275E-67
IOX2,Parthenolide,0.958931148,0.12371134,1.40163E-94
Bleomycin,PIK-93,0.958793159,0.178494624,3.5653E-107
PAC-1,VX-11e,0.95868064,0.19924812,0.9
KIN001-055,NG-25,0.958656394,0.340425532,1.49785E-81
JW-7-24-1,TL-2-105,0.958629338,NA,NA
(5Z)-7-Oxozeaenol,THZ-2-102-1,0.958614434,NA,1.1485E-133
CEP-701,PHA-665752,0.958610302,0.260736196,5.36967E-72
AKT inhibitor VIII,GSK-650394,0.95857472,0.33492823,1.7045E-131
CCT018159,OSI-930,0.958570557,0.20754717,1.97539E-72
PAC-1,Shikonin,0.958505331,0.234972678,0.9
BAY 61-3606,Cytarabine,0.958475582,0.126315789,7.26706E-73
AV-951,MS-275,0.9584615,0.21559633,3.29924E-77
CX-5461,OSI-930,0.958461286,0.216066482,4.6334E-131
CCT007093,QL-XI-92,0.958442054,NA,5.718E-135
NU-7441,SB-715992,0.958425332,0.172661871,1.2273E-120
IOX2,XMD11-85h,0.958398253,NA,4.35109E-68
KIN001-236,NVP-TAE684,0.958325219,NA,NA
BAY 61-3606,Bryostatin 1,0.958171815,0.098181818,8.39216E-90
A-770041,rTRAIL,0.958164506,NA,NA
BAY 61-3606,Obatoclax Mesylate,0.958096332,0.196319018,2.37561E-66
BMS-754807,Roscovitine,0.958040245,0.293333333,6.45759E-66
Afatinib,EX-527,0.957934023,0.199170124,3.29924E-77
PAC-1,THZ-2-102-1,0.957925644,NA,1.64259E-78
Imatinib,KIN001-055,0.957818031,0.258536585,1.49785E-81
NVP-BHG712,UNC0638,0.957800275,0.294117647,2.3068E-132
Dasatinib,XMD13-2,0.957792197,NA,NA
Bexarotene,PXD101; Belinostat,0.957764206,0.172413793,4.8965E-75
681640,BAY 61-3606,0.957747632,0.303797468,0.9
FR-180204,YM201636,0.957678808,0.241496599,1.1655E-100
CUDC-101,Genentech Cpd 10,0.957624886,NA,2.37561E-66
Bryostatin 1,XMD11-85h,0.95760663,NA,5.02473E-85
ATRA,BX-912,0.957597608,0.06557377,6.45759E-66
JQ1,Nutlin-3a,0.957566977,0.251381215,0.9
GSK-1904529A,KIN001-266,0.95754441,0.268292683,2.22301E-79
KIN001-244,PHA-665752,0.957464815,0.26969697,4.70196E-98
Cisplatin,XL-184,0.957455425,0.009009009,6.45759E-66
TPCA-1,XMD8-85,0.957447965,0.21484375,9.83489E-74
Bryostatin 1,SB590885,0.957429253,0.185328185,4.58196E-88
(5Z)-7-Oxozeaenol,Vinblastine,0.957377394,0.236686391,4.5151E-121
Tipifarnib,TW 37,0.957291702,0.30941704,2.56718E-96
AZD7762,CX-5461,0.957223024,0.193298969,4.35109E-68
681640,CCT007093,0.957133065,0.134078212,3.7128E-84
AZD8055,MK-2206,0.957121695,0.25617284,0.9
Sorafenib,Tipifarnib,0.957054895,0.257383966,0.9
CP724714,NSC-207895,0.957020422,0.209606987,4.6334E-131
NVP-BEZ235,SB52334,0.956905303,0.284263959,NA
OSU-03012,Sunitinib,0.956899755,0.243542435,1.36586E-84
NSC-87877,TG101348,0.956871035,0.179245283,2.28123E-89
UNC0638,XMD8-85,0.956837509,0.327868852,8.4863E-133
SB52334,YM201636,0.956825378,0.228373702,NA
BAY 61-3606,VX-680,0.95681383,0.258865248,2.37561E-66
FTI-277,Obatoclax Mesylate,0.956811884,0.152027027,2.22301E-79
AT-7519,Methotrexate,0.956789346,0.285714286,6.45759E-66
FTI-277,MPS-1-IN-1,0.956767493,0.225409836,NA
Methotrexate,Tamoxifen,0.956737523,0.184834123,0.9
NSC-87877,ZM-447439,0.956630457,0.176282051,2.6734E-73
Lenalidomide,Nilotinib,0.956598078,0.21399177,1.45963E-71
Docetaxel,TAK-715,0.956561182,0.192926045,8.73939E-67
Genentech Cpd 10,MP470,0.956521516,NA,6.45759E-66
AG-014699,BAY 61-3606,0.956501545,0.302325581,6.45759E-66
Crizotinib,XL-880,0.956437063,0.30078125,0.9
AZD7762,TG101348,0.956371058,0.172043011,7.96929E-70
CI-1040,PIK-93,0.956347844,0.19123506,8.73939E-67
NSC-87877,PAC-1,0.956313874,0.167832168,9.20312E-87
AZD6482,Docetaxel,0.956307061,0.23364486,6.45759E-66
CCT007093,Imatinib,0.956305891,0.128078818,1.18275E-67
MS-275,THZ-2-102-1,0.956260212,NA,4.58196E-88
T0901317,Temozolomide,0.956192121,0.104166667,4.46503E-78
THZ-2-102-1,TPCA-1,0.956160449,NA,1.0473E-136
BX-795,T0901317,0.956118175,0.194915254,7.96929E-70
CEP-701,Cetuximab,0.956089287,0.21559633,7.26706E-73
AS605240,MPS-1-IN-1,0.956081066,0.194092827,NA
GSK2126458,THZ-2-102-1,0.956040121,NA,7.96929E-70
JQ1,SB590885,0.956018042,0.203208556,6.45759E-66
KIN001-260,VX-11e,0.955938877,0.160883281,NA
Bexarotene,Olaparib,0.955889874,0.235632184,6.45759E-66
681640,Lenalidomide,0.955866963,0.317919075,1.60068E-68
A-770041,OSI-027,0.95577933,0.224056604,5.51029E-82
NG-25,T0901317,0.955760864,0.240196078,2.93174E-70
PHA-793887,SGC0946,0.955743819,0.211356467,3.61805E-74
PIK-93,TAK-715,0.955701319,0.355555556,8.73939E-67
CCT018159,MS-275,0.955591108,0.176706827,2.74341E-83
Masitinib,WH-4-023,0.955588163,0.258302583,0.9
KIN001-236,SB-715992,0.955585445,NA,NA
AZD8055,GW843682X,0.95544487,0.237179487,0.9
Roscovitine,XAV 939,0.955421523,0.197674419,2.74341E-83
BAY 61-3606,ZSTK474,0.955416445,0.262711864,2.37561E-66
Lenalidomide,Paclitaxel,0.955406925,0.293838863,6.45759E-66
(5Z)-7-Oxozeaenol,JQ12,0.955346905,NA,1.60068E-68
Afatinib,SGC0946,0.955339522,0.318936877,2.6734E-73
piperlongumine,SL 0101-1,0.955305537,0.227848101,2.16628E-69
Parthenolide,PIK-93,0.955302622,0.068085106,8.73939E-67
CGP-082996,CMK,0.955282747,0.311023622,NA
